-77.0453156,38.8117256,"ATM : 2776113597"
-77.0526145,38.81464,"24/7"
-77.0466308,38.8082593,"ATM : 2776115329"
-77.0499736,38.9011647,"ATM : 2778688821"
-77.0618147,38.8372998,"ATM : 2778689967"
-77.0324832,38.9053089,"ATM : 2792739633"
-77.0342514,38.8989265,"PNC Bank"
-77.0424542,38.8539769,"Capital One"
-77.0414327,38.854196,"Capital One"
-76.986809,39.045827,"ATM : 2821169601"
-77.032277,38.99388,"ATM : 2821380401"
-76.96824,39.056725,"ATM : 2821904401"
-77.0482509,38.9002086,"Bank of America"
-76.9544973,38.9661983,"Bank of America"
-77.0324415,38.9283637,"Bank of America"
-76.9675673,38.8586063,"ATM : 2995881497"
-77.0321579,38.9098466,"PNC"
-77.0044527,38.9297626,"ATM : 3016648170"
-77.0607022,38.8033541,"ATM : 3037395020"
-77.0621318,38.8030928,"ATM : 3037395021"
-77.0615927,38.8022567,"ATM : 3037395022"
-77.0587469,38.8062595,"ATM : 3037395023"
-77.058653,38.8063096,"ATM : 3037395024"
-77.0577813,38.8063034,"ATM : 3037395025"
-77.0577223,38.8063054,"ATM : 3037395026"
-76.9883949,38.9883992,"ATM : 3047745134"
-77.0267437,38.9827291,"ATM : 3063730126"
-76.9982323,38.9000518,"ACE Check Cashing"
-76.9912764,38.9003598,"ATM : 3137409837"
-76.9669861,39.0553845,"ATM : 3180115661"
-77.0321344,38.9306524,"Bank of America"
-77.0442573,38.899755,"ATM : 3346642236"
-77.0425026,38.8991385,"ATM : 3346642237"
-77.0391604,38.9004182,"ATM : 3358284574"
-77.0490792,38.9018073,"ATM : 3380466556"
-77.0453602,38.901479,"ATM : 3382186346"
-77.0451845,38.9022789,"TD Bank"
-77.0721757,38.8974478,"ATM : 3397462222"
-77.0629279,38.8203307,"ATM : 3664989256"
-77.0553627,38.8130701,"CITI"
-77.072691,38.9340377,"ATM : 3665986336"
-77.033003,38.93012,"ATM : 3667592827"
-77.068717,38.8456665,"ATM : 3714297603"
-77.058415,38.835027,"ATM : 3720350902"
-76.9176663,38.628614,"ATM : 3729611891"
-76.9590856,38.9682173,"ATM : 3732065423"
-77.0500784,38.8381684,"ATM : 3733149339"
-77.0861386,38.8902061,"ATM : 3739572846"
-76.7080328,39.08992,"ATM : 3865172764"
-76.9396912,38.9554138,"Bank of America"
-77.0398355,38.9028146,"ATM : 3992873478"
-77.0418255,38.920519,"ATM : 4030803491"
-77.0759533,38.9960259,"ATM : 4063988531"
-77.0767641,38.9941259,"Chevy Chase Bank"
-77.0522959,38.9243896,"M&T"
-77.0425513,38.9231331,"24/7"
-77.04212,38.9232218,"24/7"
-77.0423797,38.9230486,"24/7"
-77.0456589,38.9138962,"CapitalOneBank"
-77.0414608,38.9023148,"CardinalBank"
-77.0700877,38.9549772,"24/7"
-77.0413579,38.8997019,"24/7"
-77.0446798,38.9008681,"24/7"
-77.0321746,38.930302,"24/7"
-77.0381943,38.9022808,"24/7"
-77.0374658,38.9023243,"Bank of America"
-77.0410471,38.9235277,"Ria"
-77.0408526,38.9236622,"Western Union"
-77.0429844,38.9222363,"24/7"
-77.0317031,38.8992638,"24/7"
-76.9108508,39.0110065,"ATM : 4098445171"
-77.0432232,38.90552,"ATM : 4103678292"
-77.0375404,38.9295796,"24/7"
-77.0369868,38.9283477,"ATM : 4117797589"
-77.0431041,38.9086111,"Wells Fargo"
-76.8500264,38.6973976,"ATM : 4141637662"
-76.9936147,38.9064677,"Democracy"
-77.0620955,39.0370013,"ATM : 4164014304"
-77.0405472,38.9038962,"24/7"
-77.0018874,38.887438,"SunTrust"
-77.0741155,38.8946319,"Wells Fargo"
-77.0321046,38.9139765,"ATM : 4348893295"
-77.0322092,38.9145149,"ATM : 4348904104"
-77.0321577,38.9117578,"ATM : 4348977596"
-77.0506682,38.8309055,"ATM : 4371123103"
-77.0423169,38.8043999,"ATM : 4413883902"
-76.9089172,38.6253686,"ATM : 4431081063"
-76.9094583,38.6252166,"ATM : 4431083173"
-76.9089499,38.9970291,"ATM : 4547982779"
-76.7180957,39.1004871,"ATM : 4568935442"
-77.0081526,38.8766456,"ATM : 4633033796"
-77.0055939,38.8979438,"ATM : 4719427277"
-76.8471499,38.8706273,"ATM : 4802018025"
-77.0377378,38.9291339,"ATM : 4812021020"
-77.037778,38.929255,"ATM : 4812028195"
-77.021736,38.9151792,"ATM : 4852824623"
